"","Rank_1","Rank_2","Rank_3","Rank_4","Rank_5","Rank_6","Rank_7","Rank_8"
"OTU_6268","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62681","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_62685","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6269","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62690","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62694","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62699","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62706","Root","Eukaryota","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Rhodowynnea","Rhodowynnea sp. 2"
"OTU_62707","Root","Eukaryota","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Jania","Jania sp. ARS_2011"
"OTU_62721","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62734","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62739","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62740","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_62741","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62747","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62748","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62750","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_62753","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62757","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6276","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62768","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62769","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62776","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62779","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62780","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62786","Root","Eukaryota","Chordata","Actinopteri","order_Pomacentridae","Pomacentridae","Chromis","Chromis acares"
"OTU_62795","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62798","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_62799","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62800","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62801","Root","Eukaryota","Arthropoda","Malacostraca","Decapoda","Alpheidae","genus_Alpheidae sp. PNG_0177","Alpheidae sp. PNG_0177"
"OTU_62802","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62803","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62804","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62805","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62806","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62808","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62813","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62818","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62819","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62824","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62825","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6283","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62830","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62834","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62840","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62842","Root","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Facelinidae","Cratena","Cratena sp. 1 Pittman & Fiene 2020"
"OTU_62847","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62851","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62864","Root","Eukaryota","Rhodophyta","Florideophyceae","unclassified_Florideophyceae",NA,NA,NA
"OTU_62868","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62875","Root","Eukaryota","Discosea","Flabellinia","Dactylopodida","Paramoebidae","Paramoeba","Paramoeba branchiphila"
"OTU_62888","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62894","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62899","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6290","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62900","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62905","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62909","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62910","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62913","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_62916","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62922","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62926","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62935","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62941","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62945","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62949","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62951","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62954","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62957","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62961","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62962","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62969","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62971","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62972","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62973","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62975","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62976","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6298","Root","Eukaryota","Bryozoa","class_order_family_genus_Bryozoa sp. HAW02","order_family_genus_Bryozoa sp. HAW02","family_genus_Bryozoa sp. HAW02","genus_Bryozoa sp. HAW02","Bryozoa sp. HAW02"
"OTU_62982","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62984","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62986","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62988","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62992","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_62994","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63002","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63003","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63006","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63009","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63011","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63015","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63017","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63020","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63021","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63023","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63026","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63029","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63043","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63047","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63048","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63053","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63056","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63057","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63058","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63059","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6306","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63060","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63062","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63064","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63068","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63071","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63072","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63075","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63080","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63086","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63087","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6309","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63090","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63096","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63103","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63104","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63105","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63108","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63109","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6311","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63111","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63113","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63116","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63122","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63125","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63130","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63138","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6314","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63140","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63143","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63146","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63161","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63162","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63163","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63165","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63166","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63167","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6317","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63170","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63174","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63177","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63178","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63179","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6318","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63182","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63183","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63184","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63188","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63192","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63194","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63196","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63199","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6320","Root","Eukaryota","Arthropoda","Insecta","Hymenoptera","Formicidae","Crematogaster","unclassified_Crematogaster"
"OTU_63204","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63208","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63209","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63210","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63211","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63214","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63215","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63217","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63222","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63223","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63231","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63235","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63242","Root","Eukaryota","Arthropoda","Maxillopoda","Harpacticoida","Normanellidae","Normanella",NA
"OTU_63243","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63244","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63249","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63255","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63257","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63260","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63268","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63274","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63275","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63285","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63289","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63293","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6330","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_63304","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63305","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63307","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63312","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63315","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63316","Root","Eukaryota","Arthropoda","Maxillopoda","Harpacticoida","Thalestridae","Dactylopusia",NA
"OTU_63317","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63318","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6332","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_63324","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63327","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63329","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63337","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63341","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63343","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63345","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63350","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63351","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63353","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63354","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63359","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63360","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63361","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63367","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63371","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63372","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63374","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63376","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63377","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63378","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63379","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63382","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63384","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63395","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63396","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63397","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63399","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63403","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63408","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63412","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63423","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63424","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63425","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63430","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63431","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63436","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63439","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63442","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63446","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63457","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63458","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63465","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6347","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_63470","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63471","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63475","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63477","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63479","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63480","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_63482","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63488","Root","Eukaryota","unclassified_Eukaryota",NA,NA,NA,NA,NA
"OTU_63490","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63491","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63492","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63498","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6350","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63502","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63504","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63509","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63510","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63511","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63514","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63516","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63517","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63520","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63523","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63525","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6353","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63530","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63531","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63537","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63541","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63545","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63546","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63547","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63554","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63556","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63557","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63559","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63574","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63578","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63580","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63585","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63586","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6359","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_63590","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63595","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63596","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63598","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63599","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63605","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6361","Root","Eukaryota","Arthropoda","unclassified_Arthropoda",NA,NA,NA,NA
"OTU_63611","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63612","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63614","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63619","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63620","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63621","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63622","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63623","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63632","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63638","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63643","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63645","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63651","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63654","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63656","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63662","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63663","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6367","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63676","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6368","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63685","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63688","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63694","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63702","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63704","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63708","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63710","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63711","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63714","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63717","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63719","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63724","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63727","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63730","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63741","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63742","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63743","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63745","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63746","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63747","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63748","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63753","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63754","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63756","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63757","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63760","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63764","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63770","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63773","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63774","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63775","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63776","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63777","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63779","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6378","Root","Eukaryota","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea",NA
"OTU_63780","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63781","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63783","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63784","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63785","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6379","Root","Eukaryota","phylum_Phaeophyceae","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Pseudochnoospora","Pseudochnoospora implexa"
"OTU_63791","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63792","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63795","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63797","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63798","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63815","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63818","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63819","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6382","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63823","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63828","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_63829","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
"OTU_6383","Root","unclassified_Root",NA,NA,NA,NA,NA,NA
